ABSOLUTE_LOAD,ACCELERATOR_POS_D,ACCELERATOR_POS_E,BAROMETRIC_PRESSURE,CALIBRATION_ID,CLEAR_DTC,CONTROL_MODULE_VOLTAGE,COOLANT_TEMP,DISTANCE_SINCE_DTC_CLEAR,DISTANCE_W_MIL,DTC_ABSOLUTE_LOAD,DTC_ACCELERATOR_POS_D,DTC_ACCELERATOR_POS_E,DTC_BAROMETRIC_PRESSURE,DTC_CONTROL_MODULE_VOLTAGE,DTC_COOLANT_TEMP,DTC_DISTANCE_SINCE_DTC_CLEAR,DTC_DISTANCE_W_MIL,DTC_ENGINE_LOAD,DTC_EVAPORATIVE_PURGE,DTC_FUEL_STATUS,DTC_INTAKE_PRESSURE,DTC_INTAKE_TEMP,DTC_LONG_FUEL_TRIM_1,DTC_O2_B1S1,DTC_O2_B1S2,DTC_O2_SENSORS,DTC_OBD_COMPLIANCE,DTC_PIDS_B,DTC_PIDS_C,DTC_RELATIVE_THROTTLE_POS,DTC_RPM,DTC_RUN_TIME,DTC_SHORT_FUEL_TRIM_1,DTC_SPEED,DTC_STATUS,DTC_THROTTLE_ACTUATOR,DTC_THROTTLE_POS,DTC_THROTTLE_POS_B,DTC_TIMING_ADVANCE,DTC_WARMUPS_SINCE_DTC_CLEAR,ELM_VERSION,ELM_VOLTAGE,ENGINE_LOAD,EVAPORATIVE_PURGE,FUEL_STATUS,GET_CURRENT_DTC,GET_DTC,INTAKE_PRESSURE,INTAKE_TEMP,LONG_FUEL_TRIM_1,MIDS_A,MIDS_B,MONITOR_CATALYST_B1,MONITOR_O2_B1S1,O2_B1S1,O2_B1S2,O2_SENSORS,OBD_COMPLIANCE,PIDS_9A,PIDS_A,PIDS_B,PIDS_C,RELATIVE_THROTTLE_POS,RPM,RUN_TIME,SHORT_FUEL_TRIM_1,SPEED,STATUS,THROTTLE_ACTUATOR,THROTTLE_POS,THROTTLE_POS_B,TIMING_ADVANCE,WARMUPS_SINCE_DTC_CLEAR,TIMESTAMP_OBD,MERGED_TIMESTAMP,TIMESTAMP_EPS8266,GPS_STATUS,LATITUDE,LONGITUDE,ACC_X,ACC_Y,ACC_Z,GYRO_X,GYRO_Y,GYRO_Z,VIBRATION_STATUS
18.823529411764707 percent,14.901960784313726 percent,7.450980392156863 percent,100 kilopascal,bytearray(b'33920-67P0*'),,13.73 volt,73 degree_Celsius,0.0 kilometer,0.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,13.6 volt,25.49019607843137 percent,0.0 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],31 kilopascal,41 degree_Celsius,-3.125 percent,10000000000000000000000000000001,10000000000000000000000000000000,Unknown : 0.0 millisecond [PASSED],Sensor period : 0.0 millisecond [PASSED],0.855 volt,1.275 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,5.882352941176471 percent,932.75 revolutions_per_minute,283.0 second,-3.90625 percent,0.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x733fa0cebe50>,7.0588235294117645 percent,14.509803921568627 percent,14.509803921568627 percent,5.5 degree,0.0 count,2025-04-24 16:46:32,2025-04-24 16:46:35,2025-04-24 16:46:32,Signal Acquired,15.516348,73.945898,0.48,2.57,8.49,-0.03,0.08,-0.0,DETECTED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-24 16:46:32,Signal Acquired,15.516348,73.945898,2.29,1.84,8.95,-0.01,-0.03,0.0,DETECTED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-24 16:46:32,Signal Acquired,15.516345,73.945898,1.1,2.37,8.52,-0.01,0.07,-0.01,DETECTED
20.392156862745097 percent,19.607843137254903 percent,9.803921568627452 percent,100 kilopascal,bytearray(b'33920-67P0*'),,0.0 volt,73 degree_Celsius,0.0 kilometer,0.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,13.7 volt,24.705882352941178 percent,0.0 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],30 kilopascal,41 degree_Celsius,-3.125 percent,10000000000000000000000000000001,10000000000000000000000000000000,Unknown : 0.0 millisecond [PASSED],Sensor period : 0.0 millisecond [PASSED],0.065 volt,1.275 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,5.098039215686274 percent,791.5 revolutions_per_minute,288.0 second,3.125 percent,0.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x733fa0d0a5f0>,6.666666666666667 percent,14.117647058823529 percent,14.117647058823529 percent,5.0 degree,0.0 count,2025-04-24 16:46:37,2025-04-24 16:46:40,2025-04-24 16:46:37,Signal Acquired,15.516345,73.945898,1.28,2.13,9.02,-0.07,-0.03,0.0,DETECTED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-24 16:46:37,Signal Acquired,15.516344,73.945898,1.06,2.34,8.55,-0.01,0.02,0.0,DETECTED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-24 16:46:37,Signal Acquired,15.516344,73.945898,1.56,2.15,8.78,-0.0,0.05,0.0,DETECTED
20.0 percent,17.254901960784313 percent,9.019607843137255 percent,100 kilopascal,bytearray(b'33920-67P0*'),,0.0 volt,74 degree_Celsius,0.0 kilometer,0.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,13.7 volt,25.49019607843137 percent,0.0 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],31 kilopascal,41 degree_Celsius,-3.125 percent,10000000000000000000000000000001,10000000000000000000000000000000,Unknown : 0.0 millisecond [PASSED],Sensor period : 0.0 millisecond [PASSED],0.085 volt,1.275 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,5.490196078431373 percent,815.25 revolutions_per_minute,293.0 second,1.5625 percent,0.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x733fa0b262c0>,6.2745098039215685 percent,14.117647058823529 percent,14.117647058823529 percent,4.0 degree,0.0 count,2025-04-24 16:46:42,2025-04-24 16:46:45,2025-04-24 16:46:42,Signal Acquired,15.516341,73.945898,0.78,2.32,8.61,-0.02,0.08,0.0,DETECTED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-24 16:46:42,Signal Acquired,15.516341,73.945898,1.62,2.14,8.91,-0.02,0.03,-0.0,DETECTED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-24 16:46:42,Signal Acquired,15.516338,73.945898,0.93,2.25,8.52,-0.03,0.02,-0.0,DETECTED
18.823529411764707 percent,14.901960784313726 percent,7.450980392156863 percent,100 kilopascal,bytearray(b'33920-67P0*'),,13.677 volt,74 degree_Celsius,0.0 kilometer,0.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,13.8 volt,24.705882352941178 percent,0.0 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],34 kilopascal,41 degree_Celsius,-3.125 percent,10000000000000000000000000000001,10000000000000000000000000000000,Unknown : 0.0 millisecond [PASSED],Sensor period : 0.0 millisecond [PASSED],0.11 volt,1.275 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,4.705882352941177 percent,721.5 revolutions_per_minute,298.0 second,0.0 percent,0.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x733fa0b267a0>,6.2745098039215685 percent,13.72549019607843 percent,13.72549019607843 percent,7.5 degree,0.0 count,2025-04-24 16:46:47,2025-04-24 16:46:50,2025-04-24 16:46:47,Signal Acquired,15.516338,73.945898,1.21,2.32,8.35,-0.05,0.03,-0.01,DETECTED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-24 16:46:47,Signal Acquired,15.516333,73.945898,1.17,2.27,8.5,-0.03,0.08,-0.01,DETECTED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-24 16:46:47,Signal Acquired,15.516333,73.945898,0.78,2.42,8.41,-0.05,0.06,-0.01,DETECTED
19.215686274509803 percent,14.901960784313726 percent,7.450980392156863 percent,100 kilopascal,bytearray(b'33920-67P0*'),,0.0 volt,74 degree_Celsius,0.0 kilometer,0.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,13.7 volt,24.705882352941178 percent,0.0 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],32 kilopascal,41 degree_Celsius,-3.125 percent,10000000000000000000000000000001,10000000000000000000000000000000,Unknown : 0.0 millisecond [PASSED],Sensor period : 0.0 millisecond [PASSED],0.115 volt,1.275 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,4.705882352941177 percent,713.5 revolutions_per_minute,303.0 second,1.5625 percent,0.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x733fa0b54490>,5.882352941176471 percent,13.72549019607843 percent,13.72549019607843 percent,13.0 degree,0.0 count,2025-04-24 16:46:51,2025-04-24 16:46:55,2025-04-24 16:46:51,Signal Acquired,15.516325,73.945898,1.4,2.27,8.38,0.02,0.05,-0.01,DETECTED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-24 16:46:51,Signal Acquired,15.516325,73.945898,1.76,1.71,9.04,-0.07,-0.03,0.0,DETECTED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-24 16:46:51,Signal Acquired,15.516318,73.945897,1.91,2.22,8.63,0.03,0.01,0.01,DETECTED
18.823529411764707 percent,18.823529411764707 percent,9.803921568627452 percent,100 kilopascal,bytearray(b'33920-67P0*'),,13.774000000000001 volt,75 degree_Celsius,0.0 kilometer,0.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,13.8 volt,23.92156862745098 percent,0.0 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],31 kilopascal,41 degree_Celsius,-3.125 percent,10000000000000000000000000000001,10000000000000000000000000000000,Unknown : 0.0 millisecond [PASSED],Sensor period : 0.0 millisecond [PASSED],0.105 volt,1.275 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,4.705882352941177 percent,732.75 revolutions_per_minute,308.0 second,0.0 percent,0.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x733fa0b56c80>,6.2745098039215685 percent,14.117647058823529 percent,13.72549019607843 percent,8.5 degree,0.0 count,2025-04-24 16:46:56,2025-04-24 16:47:00,2025-04-24 16:46:56,Signal Acquired,15.516318,73.945897,0.76,2.42,8.56,-0.07,0.08,-0.02,DETECTED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-24 16:46:56,Signal Acquired,15.516312,73.945897,0.96,2.21,8.67,-0.12,0.05,-0.01,DETECTED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-24 16:46:56,Signal Acquired,15.516312,73.945897,1.37,1.92,8.81,-0.08,-0.0,-0.01,DETECTED
18.823529411764707 percent,14.901960784313726 percent,7.450980392156863 percent,100 kilopascal,bytearray(b'33920-67P0*'),,,75 degree_Celsius,0.0 kilometer,0.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,13.6 volt,24.705882352941178 percent,0.0 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],33 kilopascal,41 degree_Celsius,-3.125 percent,10000000000000000000000000000001,10000000000000000000000000000000,Unknown : 0.0 millisecond [PASSED],Sensor period : 0.0 millisecond [PASSED],0.635 volt,1.275 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,4.705882352941177 percent,711.0 revolutions_per_minute,313.0 second,-0.78125 percent,0.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x733fa0b55930>,6.2745098039215685 percent,13.72549019607843 percent,13.72549019607843 percent,14.0 degree,0.0 count,2025-04-24 16:47:01,2025-04-24 16:47:05,2025-04-24 16:47:01,Signal Acquired,15.516309,73.945897,1.9,2.08,8.52,-0.02,-0.01,0.01,DETECTED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-24 16:47:01,Signal Acquired,15.516309,73.945897,1.56,2.08,8.97,0.02,0.0,0.01,DETECTED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-24 16:47:01,Signal Acquired,15.516308,73.945897,1.45,2.23,8.9,0.0,0.0,0.01,DETECTED
19.215686274509803 percent,14.901960784313726 percent,7.450980392156863 percent,100 kilopascal,bytearray(b'33920-67P0*'),,13.74 volt,75 degree_Celsius,0.0 kilometer,0.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,13.8 volt,24.705882352941178 percent,0.0 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],33 kilopascal,41 degree_Celsius,-3.125 percent,10000000000000000000000000000001,10000000000000000000000000000000,Unknown : 0.0 millisecond [PASSED],Sensor period : 0.0 millisecond [PASSED],0.065 volt,1.275 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,4.705882352941177 percent,712.5 revolutions_per_minute,318.0 second,0.78125 percent,0.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x733fa0b71ea0>,5.882352941176471 percent,13.72549019607843 percent,13.72549019607843 percent,7.5 degree,0.0 count,2025-04-24 16:47:06,2025-04-24 16:47:10,2025-04-24 16:47:06,Signal Acquired,15.516308,73.945897,1.47,1.93,8.86,-0.06,0.0,-0.0,DETECTED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-24 16:47:06,Signal Acquired,15.516309,73.945897,1.0,2.18,8.73,-0.1,0.08,-0.01,DETECTED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-24 16:47:06,Signal Acquired,15.516309,73.945897,1.56,2.0,9.22,-0.09,-0.06,0.0,DETECTED
19.215686274509803 percent,14.901960784313726 percent,7.450980392156863 percent,100 kilopascal,bytearray(b'33920-67P0*'),,13.696 volt,76 degree_Celsius,0.0 kilometer,0.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,13.8 volt,23.92156862745098 percent,3.5294117647058822 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],33 kilopascal,41 degree_Celsius,4.6875 percent,10000000000000000000000000000001,10000000000000000000000000000000,Unknown : 0.0 millisecond [PASSED],Sensor period : 0.0 millisecond [PASSED],0.78 volt,1.275 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,5.098039215686274 percent,847.25 revolutions_per_minute,323.0 second,0.0 percent,0.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x733fa0b83940>,6.2745098039215685 percent,13.72549019607843 percent,13.72549019607843 percent,6.0 degree,0.0 count,2025-04-24 16:47:11,2025-04-24 16:47:15,2025-04-24 16:47:11,Signal Acquired,15.516309,73.945896,1.03,2.22,8.58,-0.04,0.06,0.0,DETECTED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-24 16:47:11,Signal Acquired,15.516309,73.945896,1.14,2.21,8.31,-0.02,0.07,-0.01,DETECTED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-24 16:47:11,Signal Acquired,15.516308,73.945896,2.03,1.76,8.93,-0.03,-0.05,0.0,DETECTED
18.823529411764707 percent,14.901960784313726 percent,7.450980392156863 percent,100 kilopascal,bytearray(b'33920-67P0*'),,0.0 volt,76 degree_Celsius,0.0 kilometer,0.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,13.6 volt,23.529411764705884 percent,3.5294117647058822 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],34 kilopascal,41 degree_Celsius,4.6875 percent,10000000000000000000000000000001,10000000000000000000000000000000,Unknown : 0.0 millisecond [PASSED],Sensor period : 0.0 millisecond [PASSED],0.875 volt,1.275 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,5.490196078431373 percent,892.0 revolutions_per_minute,328.0 second,-2.34375 percent,0.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x733fa0b70820>,6.2745098039215685 percent,14.117647058823529 percent,14.117647058823529 percent,11.5 degree,0.0 count,2025-04-24 16:47:16,2025-04-24 16:47:20,2025-04-24 16:47:16,Signal Acquired,15.516308,73.945896,1.51,2.31,8.95,0.01,0.01,0.01,DETECTED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-24 16:47:16,Signal Acquired,15.516306,73.945896,1.38,2.16,8.61,-0.03,0.03,-0.0,DETECTED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-24 16:47:16,Signal Acquired,15.516306,73.945896,1.39,2.2,8.55,-0.02,0.03,-0.0,DETECTED
18.823529411764707 percent,17.647058823529413 percent,8.627450980392156 percent,100 kilopascal,bytearray(b'33920-67P0*'),,13.706 volt,76 degree_Celsius,0.0 kilometer,0.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,13.8 volt,23.92156862745098 percent,3.5294117647058822 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],32 kilopascal,41 degree_Celsius,-3.125 percent,10000000000000000000000000000001,10000000000000000000000000000000,Unknown : 0.0 millisecond [PASSED],Sensor period : 0.0 millisecond [PASSED],0.85 volt,1.275 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,4.705882352941177 percent,760.25 revolutions_per_minute,333.0 second,-0.78125 percent,0.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x733fa0ba2770>,6.2745098039215685 percent,14.117647058823529 percent,14.117647058823529 percent,14.5 degree,0.0 count,2025-04-24 16:47:21,2025-04-24 16:47:25,2025-04-24 16:47:21,Signal Acquired,15.516304,73.945896,1.31,2.25,8.78,-0.03,0.04,-0.0,DETECTED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-24 16:47:21,Signal Acquired,15.516304,73.945896,1.56,2.25,8.4,-0.01,0.01,0.0,DETECTED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-24 16:47:21,Signal Acquired,15.516302,73.945896,1.49,2.25,8.88,0.01,-0.0,0.01,DETECTED
19.215686274509803 percent,14.901960784313726 percent,7.450980392156863 percent,100 kilopascal,bytearray(b'33920-67P0*'),,,77 degree_Celsius,0.0 kilometer,0.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,13.6 volt,23.137254901960784 percent,0.0 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],29 kilopascal,41 degree_Celsius,-3.125 percent,10000000000000000000000000000001,10000000000000000000000000000000,Unknown : 0.0 millisecond [PASSED],Sensor period : 0.0 millisecond [PASSED],0.085 volt,1.275 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,4.705882352941177 percent,742.25 revolutions_per_minute,338.0 second,0.78125 percent,0.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x733fa0bb54b0>,5.882352941176471 percent,13.72549019607843 percent,13.72549019607843 percent,11.0 degree,0.0 count,2025-04-24 16:47:26,2025-04-24 16:47:30,2025-04-24 16:47:26,Signal Acquired,15.516302,73.945896,1.57,2.05,8.65,-0.01,-0.0,-0.0,DETECTED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-24 16:47:26,Signal Acquired,15.5163,73.945896,1.3,2.1,8.84,-0.07,0.03,-0.01,DETECTED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-24 16:47:26,Signal Acquired,15.5163,73.945896,1.08,2.42,8.71,-0.04,0.05,0.0,DETECTED
21.56862745098039 percent,14.901960784313726 percent,7.450980392156863 percent,100 kilopascal,bytearray(b'33920-67P0*'),,0.0 volt,77 degree_Celsius,0.0 kilometer,0.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,13.8 volt,23.529411764705884 percent,0.0 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],31 kilopascal,41 degree_Celsius,-3.125 percent,10000000000000000000000000000001,10000000000000000000000000000000,Unknown : 0.0 millisecond [PASSED],Sensor period : 0.0 millisecond [PASSED],0.13 volt,1.275 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,4.705882352941177 percent,729.75 revolutions_per_minute,343.0 second,-0.78125 percent,0.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x733fa0bc9ab0>,5.882352941176471 percent,13.72549019607843 percent,13.72549019607843 percent,10.5 degree,0.0 count,2025-04-24 16:47:31,2025-04-24 16:47:35,2025-04-24 16:47:31,Signal Acquired,15.516299,73.945896,1.82,2.27,8.28,0.01,0.0,0.0,DETECTED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-24 16:47:31,Signal Acquired,15.516299,73.945896,1.5,1.89,8.89,-0.03,0.0,-0.0,DETECTED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-24 16:47:31,Signal Acquired,15.516299,73.945895,1.13,2.09,8.51,-0.1,0.04,-0.01,DETECTED
18.823529411764707 percent,14.901960784313726 percent,7.450980392156863 percent,100 kilopascal,bytearray(b'33920-67P0*'),,13.74 volt,77 degree_Celsius,0.0 kilometer,0.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,13.7 volt,27.058823529411764 percent,0.0 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],34 kilopascal,41 degree_Celsius,-3.125 percent,10000000000000000000000000000001,10000000000000000000000000000000,Unknown : 0.0 millisecond [PASSED],Sensor period : 0.0 millisecond [PASSED],0.43 volt,1.275 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,4.705882352941177 percent,719.0 revolutions_per_minute,347.0 second,0.0 percent,0.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x733fa0bb6ef0>,7.0588235294117645 percent,14.901960784313726 percent,15.294117647058824 percent,24.5 degree,0.0 count,2025-04-24 16:47:36,2025-04-24 16:47:40,2025-04-24 16:47:36,Signal Acquired,15.516299,73.945895,2.15,1.92,8.92,-0.03,-0.03,0.0,DETECTED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-24 16:47:36,Signal Acquired,15.516298,73.945895,0.98,2.26,8.53,-0.08,0.0,-0.01,DETECTED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-24 16:47:36,Signal Acquired,15.516298,73.945895,1.05,2.27,8.53,-0.03,0.01,-0.0,DETECTED
18.823529411764707 percent,14.901960784313726 percent,7.450980392156863 percent,100 kilopascal,bytearray(b'33920-67P0*'),,0.0 volt,78 degree_Celsius,0.0 kilometer,0.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,13.8 volt,29.41176470588235 percent,3.9215686274509802 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],38 kilopascal,41 degree_Celsius,-3.125 percent,10000000000000000000000000000001,10000000000000000000000000000000,Unknown : 0.0 millisecond [PASSED],Sensor period : 0.0 millisecond [PASSED],0.885 volt,1.275 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,5.098039215686274 percent,837.5 revolutions_per_minute,353.0 second,-0.78125 percent,0.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x733fa0be4430>,6.2745098039215685 percent,13.72549019607843 percent,13.72549019607843 percent,9.0 degree,0.0 count,2025-04-24 16:47:41,2025-04-24 16:47:45,2025-04-24 16:47:41,Signal Acquired,15.516298,73.945894,1.18,2.1,8.66,-0.05,0.01,-0.01,DETECTED
