ABSOLUTE_LOAD,ACCELERATOR_POS_D,ACCELERATOR_POS_E,BAROMETRIC_PRESSURE,CALIBRATION_ID,CATALYST_TEMP_B1S1,CLEAR_DTC,COMMANDED_EQUIV_RATIO,CONTROL_MODULE_VOLTAGE,COOLANT_TEMP,CVN,DISTANCE_SINCE_DTC_CLEAR,DISTANCE_W_MIL,DTC_ABSOLUTE_LOAD,DTC_ACCELERATOR_POS_D,DTC_ACCELERATOR_POS_E,DTC_BAROMETRIC_PRESSURE,DTC_CATALYST_TEMP_B1S1,DTC_COMMANDED_EQUIV_RATIO,DTC_CONTROL_MODULE_VOLTAGE,DTC_COOLANT_TEMP,DTC_DISTANCE_SINCE_DTC_CLEAR,DTC_DISTANCE_W_MIL,DTC_ENGINE_LOAD,DTC_EVAPORATIVE_PURGE,DTC_FUEL_STATUS,DTC_FUEL_TYPE,DTC_INTAKE_PRESSURE,DTC_INTAKE_TEMP,DTC_LONG_FUEL_TRIM_1,DTC_O2_B1S2,DTC_O2_S1_WR_CURRENT,DTC_O2_SENSORS,DTC_OBD_COMPLIANCE,DTC_PIDS_B,DTC_PIDS_C,DTC_RELATIVE_THROTTLE_POS,DTC_RPM,DTC_RUN_TIME,DTC_SHORT_FUEL_TRIM_1,DTC_SPEED,DTC_STATUS,DTC_THROTTLE_ACTUATOR,DTC_THROTTLE_POS,DTC_THROTTLE_POS_B,DTC_TIMING_ADVANCE,DTC_WARMUPS_SINCE_DTC_CLEAR,ELM_VERSION,ELM_VOLTAGE,ENGINE_LOAD,EVAPORATIVE_PURGE,FUEL_STATUS,FUEL_TYPE,GET_CURRENT_DTC,GET_DTC,INTAKE_PRESSURE,INTAKE_TEMP,LONG_FUEL_TRIM_1,MIDS_A,MIDS_B,MIDS_C,MIDS_D,MIDS_E,MIDS_F,MONITOR_CATALYST_B1,MONITOR_MISFIRE_CYLINDER_1,MONITOR_MISFIRE_CYLINDER_2,MONITOR_MISFIRE_CYLINDER_3,MONITOR_MISFIRE_CYLINDER_4,MONITOR_O2_B1S1,MONITOR_O2_B1S2,O2_B1S2,O2_S1_WR_CURRENT,O2_SENSORS,OBD_COMPLIANCE,PIDS_9A,PIDS_A,PIDS_B,PIDS_C,RELATIVE_THROTTLE_POS,RPM,RUN_TIME,SHORT_FUEL_TRIM_1,SPEED,STATUS,THROTTLE_ACTUATOR,THROTTLE_POS,THROTTLE_POS_B,TIMING_ADVANCE,VIN,WARMUPS_SINCE_DTC_CLEAR
70.58823529411765 percent,29.41176470588235 percent,14.901960784313726 percent,0 kilopascal,bytearray(b'37805-5V6-D6'),610.8000000000001 degree_Celsius,,0.9876815 ratio,14.222 volt,80 degree_Celsius,f02cf04a,5102.0 kilometer,27.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,14.2 volt,63.13725490196079 percent,63.92156862745098 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",Gasoline,[],"[('P0138', 'O2 Sensor Circuit High Voltage')]",59 kilopascal,37 degree_Celsius,9.375 percent,11000000000000000000000000000001,10000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,01111000000000000000000000000000,Unknown : 0.0 volt [PASSED],"Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]",,,0.525 volt,-0.0546875 milliampere,"((), (False, False, False, False), (False, False, True, True))",India OBD II (IOBD II),0101010001000000000000000000000000000000,10111110001111101010100000010011,10000000000001011011000000010001,01111010110100001000000000000000,5.882352941176471 percent,1061.0 revolutions_per_minute,586.0 second,7.8125 percent,44.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x788289b54690>,6.2745098039215685 percent,16.07843137254902 percent,32.94117647058823 percent,18.0 degree,bytearray(b'MAKGK785FG4100583'),255.0 count
40.78431372549019 percent,22.745098039215687 percent,11.372549019607844 percent,0 kilopascal,bytearray(b'37805-5V6-D6'),610.0 degree_Celsius,,0.9823135 ratio,14.242 volt,81 degree_Celsius,f02cf04a,5103.0 kilometer,27.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,14.3 volt,38.431372549019606 percent,38.431372549019606 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",Gasoline,[],"[('P0138', 'O2 Sensor Circuit High Voltage')]",40 kilopascal,37 degree_Celsius,8.59375 percent,11000000000000000000000000000001,10000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,01111000000000000000000000000000,Unknown : 0.0 volt [PASSED],"Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]",,,0.435 volt,-0.05859375 milliampere,"((), (False, False, False, False), (False, False, True, True))",India OBD II (IOBD II),0101010001000000000000000000000000000000,10111110001111101010100000010011,10000000000001011011000000010001,01111010110100001000000000000000,8.235294117647058 percent,1132.0 revolutions_per_minute,590.0 second,7.8125 percent,41.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x788289b56790>,8.627450980392156 percent,17.647058823529413 percent,34.11764705882353 percent,17.5 degree,bytearray(b'MAKGK785FG4100583'),255.0 count
52.15686274509804 percent,27.45098039215686 percent,13.72549019607843 percent,0 kilopascal,bytearray(b'37805-5V6-D6'),602.9000000000001 degree_Celsius,,0.9795685 ratio,14.322000000000001 volt,81 degree_Celsius,f02cf04a,5103.0 kilometer,27.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,14.1 volt,44.705882352941174 percent,45.09803921568628 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",Gasoline,[],"[('P0138', 'O2 Sensor Circuit High Voltage')]",45 kilopascal,37 degree_Celsius,8.59375 percent,11000000000000000000000000000001,10000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,01111000000000000000000000000000,Unknown : 0.0 volt [PASSED],"Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]",,,0.495 volt,-0.0390625 milliampere,"((), (False, False, False, False), (False, False, True, True))",India OBD II (IOBD II),0101010001000000000000000000000000000000,10111110001111101010100000010011,10000000000001011011000000010001,01111010110100001000000000000000,8.235294117647058 percent,1164.0 revolutions_per_minute,594.0 second,8.59375 percent,44.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x788289b648d0>,8.627450980392156 percent,17.647058823529413 percent,34.509803921568626 percent,17.5 degree,bytearray(b'MAKGK785FG4100583'),255.0 count
51.76470588235294 percent,23.92156862745098 percent,11.764705882352942 percent,0 kilopascal,bytearray(b'37805-5V6-D6'),600.0 degree_Celsius,,0.9815815 ratio,14.247 volt,81 degree_Celsius,f02cf04a,5103.0 kilometer,27.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,14.3 volt,41.96078431372549 percent,43.13725490196079 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",Gasoline,[],"[('P0138', 'O2 Sensor Circuit High Voltage')]",44 kilopascal,37 degree_Celsius,8.59375 percent,11000000000000000000000000000001,10000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,01111000000000000000000000000000,Unknown : 0.0 volt [PASSED],"Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]",,,0.445 volt,-0.0703125 milliampere,"((), (False, False, False, False), (False, False, True, True))",India OBD II (IOBD II),0101010001000000000000000000000000000000,10111110001111101010100000010011,10000000000001011011000000010001,01111010110100001000000000000000,7.450980392156863 percent,1107.0 revolutions_per_minute,598.0 second,8.59375 percent,47.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x788289b669d0>,8.235294117647058 percent,17.254901960784313 percent,34.11764705882353 percent,18.0 degree,bytearray(b'MAKGK785FG4100583'),255.0 count
49.80392156862745 percent,26.666666666666668 percent,13.333333333333334 percent,0 kilopascal,bytearray(b'37805-5V6-D6'),593.2 degree_Celsius,,0.9802394999999999 ratio,14.222 volt,81 degree_Celsius,f02cf04a,5103.0 kilometer,27.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,14.0 volt,64.31372549019608 percent,63.13725490196079 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",Gasoline,[],"[('P0138', 'O2 Sensor Circuit High Voltage')]",69 kilopascal,37 degree_Celsius,8.59375 percent,11000000000000000000000000000001,10000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,01111000000000000000000000000000,Unknown : 0.0 volt [PASSED],"Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]",,,0.68 volt,0.01171875 milliampere,"((), (False, False, False, False), (False, False, True, True))",India OBD II (IOBD II),0101010001000000000000000000000000000000,10111110001111101010100000010011,10000000000001011011000000010001,01111010110100001000000000000000,10.980392156862745 percent,1357.0 revolutions_per_minute,602.0 second,10.15625 percent,47.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x788289170b10>,12.156862745098039 percent,20.0 percent,36.07843137254902 percent,14.0 degree,bytearray(b'MAKGK785FG4100583'),255.0 count
66.27450980392157 percent,29.019607843137255 percent,14.509803921568627 percent,0 kilopascal,bytearray(b'37805-5V6-D6'),599.3000000000001 degree_Celsius,,1.010587 ratio,14.23 volt,81 degree_Celsius,f02cf04a,5103.0 kilometer,27.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,14.1 volt,76.07843137254902 percent,90.98039215686275 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",Gasoline,[],"[('P0138', 'O2 Sensor Circuit High Voltage')]",79 kilopascal,37 degree_Celsius,8.59375 percent,11000000000000000000000000000001,10000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,01111000000000000000000000000000,Unknown : 0.0 volt [PASSED],"Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]",,Unknown : 0.649 volt [PASSED],0.64 volt,0.0234375 milliampere,"((), (False, False, False, False), (False, False, True, True))",India OBD II (IOBD II),0101010001000000000000000000000000000000,10111110001111101010100000010011,10000000000001011011000000010001,01111010110100001000000000000000,15.686274509803921 percent,1570.0 revolutions_per_minute,606.0 second,10.9375 percent,49.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x788289173150>,16.862745098039216 percent,23.137254901960784 percent,38.8235294117647 percent,9.5 degree,bytearray(b'MAKGK785FG4100583'),255.0 count
78.0392156862745 percent,32.15686274509804 percent,16.07843137254902 percent,0 kilopascal,bytearray(b'37805-5V6-D6'),615.6 degree_Celsius,,1.014735 ratio,14.16 volt,81 degree_Celsius,f02cf04a,5103.0 kilometer,27.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,14.2 volt,70.19607843137256 percent,67.05882352941177 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",Gasoline,[],"[('P0138', 'O2 Sensor Circuit High Voltage')]",72 kilopascal,37 degree_Celsius,8.59375 percent,11000000000000000000000000000001,10000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,01111000000000000000000000000000,Unknown : 0.0 volt [PASSED],"Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]",,,0.625 volt,-0.0390625 milliampere,"((), (False, False, False, False), (False, False, True, True))",India OBD II (IOBD II),0101010001000000000000000000000000000000,10111110001111101010100000010011,10000000000001011011000000010001,01111010110100001000000000000000,6.2745098039215685 percent,1015.0 revolutions_per_minute,610.0 second,7.8125 percent,50.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x788289174f90>,8.627450980392156 percent,17.647058823529413 percent,34.11764705882353 percent,16.0 degree,bytearray(b'MAKGK785FG4100583'),255.0 count
51.372549019607845 percent,26.274509803921568 percent,13.333333333333334 percent,0 kilopascal,bytearray(b'37805-5V6-D6'),623.7 degree_Celsius,,1.0083605 ratio,14.285 volt,81 degree_Celsius,f02cf04a,5103.0 kilometer,27.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,14.1 volt,64.70588235294117 percent,63.92156862745098 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",Gasoline,[],"[('P0138', 'O2 Sensor Circuit High Voltage')]",66 kilopascal,37 degree_Celsius,8.59375 percent,11000000000000000000000000000001,10000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,01111000000000000000000000000000,Unknown : 0.0 volt [PASSED],"Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]",,,0.605 volt,0.015625 milliampere,"((), (False, False, False, False), (False, False, True, True))",India OBD II (IOBD II),0101010001000000000000000000000000000000,10111110001111101010100000010011,10000000000001011011000000010001,01111010110100001000000000000000,9.019607843137255 percent,1198.0 revolutions_per_minute,614.0 second,9.375 percent,49.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x788289177050>,9.803921568627452 percent,18.431372549019606 percent,34.90196078431372 percent,16.5 degree,bytearray(b'MAKGK785FG4100583'),255.0 count
60.78431372549019 percent,27.45098039215686 percent,13.72549019607843 percent,0 kilopascal,bytearray(b'37805-5V6-D6'),624.2 degree_Celsius,,1.002962 ratio,14.117 volt,81 degree_Celsius,f02cf04a,5103.0 kilometer,27.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,14.2 volt,61.1764705882353 percent,71.37254901960785 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",Gasoline,[],"[('P0138', 'O2 Sensor Circuit High Voltage')]",62 kilopascal,37 degree_Celsius,9.375 percent,11000000000000000000000000000001,10000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,01111000000000000000000000000000,Unknown : 0.0 volt [PASSED],"Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]",,,0.6 volt,-0.0078125 milliampere,"((), (False, False, False, False), (False, False, True, True))",India OBD II (IOBD II),0101010001000000000000000000000000000000,10111110001111101010100000010011,10000000000001011011000000010001,01111010110100001000000000000000,9.019607843137255 percent,1217.0 revolutions_per_minute,619.0 second,9.375 percent,49.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x788289185190>,9.803921568627452 percent,18.431372549019606 percent,34.90196078431372 percent,16.5 degree,bytearray(b'MAKGK785FG4100583'),255.0 count
61.568627450980394 percent,27.45098039215686 percent,13.72549019607843 percent,0 kilopascal,bytearray(b'37805-5V6-D6'),623.7 degree_Celsius,,1.0006745 ratio,14.235 volt,81 degree_Celsius,f02cf04a,5103.0 kilometer,27.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,14.3 volt,65.49019607843137 percent,76.07843137254902 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",Gasoline,[],"[('P0138', 'O2 Sensor Circuit High Voltage')]",68 kilopascal,37 degree_Celsius,9.375 percent,11000000000000000000000000000001,10000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,01111000000000000000000000000000,Unknown : 0.0 volt [PASSED],"Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]",,,0.59 volt,-0.00390625 milliampere,"((), (False, False, False, False), (False, False, True, True))",India OBD II (IOBD II),0101010001000000000000000000000000000000,10111110001111101010100000010011,10000000000001011011000000010001,01111010110100001000000000000000,10.196078431372548 percent,1285.0 revolutions_per_minute,623.0 second,9.375 percent,49.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x788289187290>,10.980392156862745 percent,19.215686274509803 percent,35.68627450980392 percent,15.5 degree,bytearray(b'MAKGK785FG4100583'),255.0 count
64.70588235294117 percent,28.235294117647058 percent,14.117647058823529 percent,0 kilopascal,bytearray(b'37805-5V6-D6'),625.9000000000001 degree_Celsius,,0.996313 ratio,14.135 volt,81 degree_Celsius,f02cf04a,5103.0 kilometer,27.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,14.3 volt,65.88235294117646 percent,78.82352941176471 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",Gasoline,[],"[('P0138', 'O2 Sensor Circuit High Voltage')]",67 kilopascal,37 degree_Celsius,9.375 percent,11000000000000000000000000000001,10000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,01111000000000000000000000000000,Unknown : 0.0 volt [PASSED],"Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]",,,0.585 volt,0.00390625 milliampere,"((), (False, False, False, False), (False, False, True, True))",India OBD II (IOBD II),0101010001000000000000000000000000000000,10111110001111101010100000010011,10000000000001011011000000010001,01111010110100001000000000000000,9.803921568627452 percent,1253.0 revolutions_per_minute,627.0 second,9.375 percent,49.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x78828918d3d0>,10.588235294117647 percent,19.215686274509803 percent,34.90196078431372 percent,15.5 degree,bytearray(b'MAKGK785FG4100583'),255.0 count
56.07843137254902 percent,24.705882352941178 percent,12.156862745098039 percent,0 kilopascal,bytearray(b'37805-5V6-D6'),627.9000000000001 degree_Celsius,,0.9971365 ratio,14.185 volt,81 degree_Celsius,f02cf04a,5103.0 kilometer,27.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,14.3 volt,63.13725490196079 percent,56.86274509803921 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",Gasoline,[],"[('P0138', 'O2 Sensor Circuit High Voltage')]",65 kilopascal,37 degree_Celsius,9.375 percent,11000000000000000000000000000001,10000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,01111000000000000000000000000000,Unknown : 0.0 volt [PASSED],"Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]",,,0.585 volt,0.0 milliampere,"((), (False, False, False, False), (False, False, True, True))",India OBD II (IOBD II),0101010001000000000000000000000000000000,10111110001111101010100000010011,10000000000001011011000000010001,01111010110100001000000000000000,9.411764705882353 percent,1246.0 revolutions_per_minute,631.0 second,9.375 percent,48.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x78828918f4d0>,10.196078431372548 percent,18.823529411764707 percent,34.90196078431372 percent,16.5 degree,bytearray(b'MAKGK785FG4100583'),255.0 count
59.6078431372549 percent,27.058823529411764 percent,13.333333333333334 percent,0 kilopascal,bytearray(b'37805-5V6-D6'),625.6 degree_Celsius,,0.9964655 ratio,14.172 volt,81 degree_Celsius,f02cf04a,5103.0 kilometer,27.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,14.2 volt,59.21568627450981 percent,66.66666666666667 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",Gasoline,[],"[('P0138', 'O2 Sensor Circuit High Voltage')]",61 kilopascal,37 degree_Celsius,9.375 percent,11000000000000000000000000000001,10000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,01111000000000000000000000000000,Unknown : 0.0 volt [PASSED],"Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]",,,0.58 volt,-0.015625 milliampere,"((), (False, False, False, False), (False, False, True, True))",India OBD II (IOBD II),0101010001000000000000000000000000000000,10111110001111101010100000010011,10000000000001011011000000010001,01111010110100001000000000000000,8.627450980392156 percent,1193.0 revolutions_per_minute,635.0 second,9.375 percent,45.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x788289195610>,9.411764705882353 percent,18.03921568627451 percent,34.509803921568626 percent,17.0 degree,bytearray(b'MAKGK785FG4100583'),255.0 count
57.254901960784316 percent,27.058823529411764 percent,13.72549019607843 percent,0 kilopascal,bytearray(b'37805-5V6-D6'),623.7 degree_Celsius,,0.9958859999999999 ratio,14.135 volt,81 degree_Celsius,f02cf04a,5103.0 kilometer,27.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,14.3 volt,70.98039215686275 percent,78.03921568627452 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",Gasoline,[],"[('P0138', 'O2 Sensor Circuit High Voltage')]",73 kilopascal,37 degree_Celsius,9.375 percent,11000000000000000000000000000001,10000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,01111000000000000000000000000000,Unknown : 0.0 volt [PASSED],"Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]",,,0.595 volt,0.0 milliampere,"((), (False, False, False, False), (False, False, True, True))",India OBD II (IOBD II),0101010001000000000000000000000000000000,10111110001111101010100000010011,10000000000001011011000000010001,01111010110100001000000000000000,11.764705882352942 percent,1398.0 revolutions_per_minute,639.0 second,10.15625 percent,45.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x788289197710>,12.941176470588236 percent,20.392156862745097 percent,36.470588235294116 percent,13.0 degree,bytearray(b'MAKGK785FG4100583'),255.0 count
